"","Treatuntreat_EP","Kingdom","Phylum","Class","Order","Family","Genus","Species","Raw_Abundance","Prevalence","Relative_Abundance","Percentage"
"298","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_lapida",35,3,0.00273805818169528,0.00608457373710062
"299","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Scytinostroma","Scytinostroma_ochroleucum",73,4,0.00268161859930404,0.00595915244289786
"300","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania_melastoma",35,3,0.00266632364919868,0.00592516366488596
"301","Untreated","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus_roseus",60,2,0.0026358555567052,0.00585745679267823
"302","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_anniae",15,1,0.00260235947258848,0.00578302105019662
"303","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Rhizodermea","Rhizodermea_veluwensis",45,3,0.00254331510176065,0.00565181133724589
"304","Untreated","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","Absidia_glauca",56,5,0.00253129775289287,0.00562510611753972
"305","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Pseudoanungitea","Pseudoanungitea_vaccinii",38,3,0.00248246202652261,0.00551658228116135
"306","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Amaurodon","Amaurodon_mustialaensis",38,1,0.00247299232070806,0.00549553849046235
"307","Untreated","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Phleogenaceae","Helicogloea","Helicogloea_farinacea",28,1,0.00246348759458033,0.00547441687684517
"308","Untreated","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Cryptostroma","Cryptostroma_corticale",49,4,0.00240519410115269,0.00534487578033931
"309","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium","Hypochnicium_cremicolor",36,4,0.00236543746978931,0.0052565277106429
"310","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","Scutellinia_cejpii",53,4,0.00236539925583735,0.00525644279074966
"311","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma_pseudofavrei",20,2,0.00235929720746346,0.00524288268325214
"312","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Sphaerostilbella","Sphaerostilbella_appalachiensis",54,4,0.00234779428443739,0.00521732063208308
"313","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_farinosa",35,2,0.0023360763173822,0.00519128070529379
"314","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_subcagei",78,1,0.00229675215688584,0.00510389368196853
"315","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_lanuginosa",30,1,0.00229130069502788,0.00509177932228417
"316","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus_colostri",46,5,0.0022615684741462,0.00502570772032488
"317","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_semivestitus",32,1,0.00225272791270679,0.00500606202823732
"318","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_cavaraeanum",52,3,0.00223789855806374,0.00497310790680831
"319","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_capitata",51,1,0.0022202873313017,0.00493397184733711
"320","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita_herbamans",28,1,0.00221782178217822,0.00492849284928493
"321","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_luteoviride",72,1,0.00220250841235852,0.00489446313857449
"322","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_albicans",25,1,0.00219954249516101,0.0048878722114689
"323","Untreated","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_fanjing",38,2,0.00219861040219395,0.00488580089376433
"324","Untreated","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_capitatum",48,1,0.00217529230490347,0.00483398289978549
"325","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_globospora",39,1,0.0021706461846719,0.00482365818815977
"326","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","Veronaea_compacta",60,2,0.00216811441756654,0.00481803203903675
"327","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_castellanii",40,4,0.00216546929351395,0.00481215398558655
"328","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_substriatus",52,1,0.00214769535767388,0.0047726563503864
"329","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum","Steccherinum_bourdotii",36,5,0.00212316453326508,0.00471814340725574
"330","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_glaucopus",46,1,0.00209433618648698,0.00465408041441551
"331","Untreated","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium_submersum",53,3,0.00209416405434774,0.00465369789855053
"332","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia","Cristinia_helvetica",29,1,0.00204153467089053,0.00453674371309007
"333","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","Hebeloma_incarnatulum",47,2,0.00203975188479064,0.00453278196620142
"334","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporium","Dictyosporium_toruloides",56,3,0.00202788928659488,0.00450642063687752
"335","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Naohideales","Naohideaceae","Naohidea","Naohidea_sebacea",34,2,0.00192903286585093,0.00428673970189095
"336","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_rubella",49,3,0.00192846149757784,0.00428546999461743
"337","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus_sciastrus",24,1,0.00192230676812175,0.00427179281804833
"338","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha_aureliella",40,3,0.00191917475169702,0.00426483278154894
"339","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Hydropus","Hydropus_marginellus",44,1,0.00191554201131911,0.00425676002515358
"340","Untreated","Fungi","Entomophthoromycota","Entomophthoromycetes","Entomophthorales","Ancylistaceae","Conidiobolus","Conidiobolus_coronatus",51,2,0.00191461438056059,0.00425469862346797
"341","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus_pyrrhophaeus",55,2,0.00187934892853414,0.00417633095229809
"342","Untreated","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Piskurozyma","Piskurozyma_taiwanensis",45,3,0.00187668035182776,0.00417040078183946
"343","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_fuscogleba",55,2,0.00184679688596357,0.00410399307991904
"344","Untreated","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Krasilnikovozyma","Krasilnikovozyma_huempii",26,2,0.0018017588012158,0.00400390844714622
"345","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inosperma","Inosperma_mucidiolens",42,3,0.00179830881295237,0.00399624180656082
"346","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Obba","Obba_thailandica",41,1,0.00178493687418372,0.00396652638707493
"347","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_eucalypti",39,2,0.00175057662704675,0.00389017028232611
"348","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena_leptocephala",64,3,0.00175007928468729,0.00388906507708287
"349","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","Lophiostoma_chamaecyparidis",25,1,0.00172902690365862,0.00384228200813027
"350","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kuraishia","Kuraishia_cidri",13,1,0.00172895331826041,0.00384211848502313
"351","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Trichosporiella","Trichosporiella_multisporum",32,3,0.00169045185871203,0.00375655968602673
"352","Untreated","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis_jesteri",25,2,0.0016696166110683,0.00371025913570733
"353","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_subdensifolia",43,2,0.00166786757667464,0.00370637239261031
"354","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Thelephora_atra",32,2,0.00165970088380056,0.00368822418622347
"355","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Gomphus","Gomphus_clavatus",88,1,0.00164565957287654,0.00365702127305897
"356","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Kriegeriales","Kriegeriaceae","Yamadamyces","Yamadamyces_rosulatus",26,2,0.00163478381255316,0.00363285291678481
"357","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Lunasporangiospora","Lunasporangiospora_selenospora",37,1,0.00163211292456992,0.00362691761015537
"358","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Tubaria","Tubaria_furfuracea",31,3,0.001630353546693,0.00362300788153999
"359","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_tsukubaensis",28,3,0.00162946787416131,0.00362103972035846
"360","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrophorus","Hygrophorus_roseobrunneus",21,2,0.00161228229919459,0.00358284955376575
"361","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria_crosslandii",37,1,0.00161079669133653,0.00357954820297006
"362","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon_novozelandicus",36,2,0.00159641502334079,0.00354758894075732
"363","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_cervinus",38,3,0.00156237802242717,0.00347195116094927
"364","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_anomalopacificus",43,2,0.00156074409753261,0.00346832021673913
"365","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomus","Xerocomus_ferrugineus",56,2,0.001542200358907,0.00342711190868223
"366","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_fungicola",38,4,0.00153457854704877,0.00341017454899727
"367","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon_borealis",33,2,0.00151274871971611,0.00336166382159136
"368","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_fuscicothurnata",54,1,0.00150753768844221,0.0033500837520938
"369","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora_stevensonii",43,1,0.00149857112985293,0.00333015806633985
"370","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Myxomphalia","Myxomphalia_maura",23,1,0.00149681114148119,0.00332624698106932
"371","Untreated","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Penidiellomyces","Penidiellomyces_aggregatus",17,1,0.00149568889670948,0.00332375310379885
"372","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum","Steccherinum_ochraceum",33,1,0.00149551345962114,0.00332336324360253
"373","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_atroarenicolor",61,2,0.00148570682440956,0.00330157072091013
"374","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces_papillatus",32,1,0.00145019486993565,0.00322265526652366
"375","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_nivea",35,1,0.00144556418304973,0.00321236485122162
"376","Untreated","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Paraglomus_laccatum",62,1,0.00144327017086457,0.0032072670463657
"377","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_grantii",19,3,0.00143685926093995,0.00319302057986656
"378","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria_californica",26,2,0.0014267481330129,0.00317055140669534
"379","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Warcupia","Warcupia_terrestris",26,4,0.00139366696413746,0.00309703769808326
"380","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_pseudoglaebosa",32,1,0.00139312146277754,0.00309582547283897
"381","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_candidum",61,1,0.00138516735546573,0.00307814967881274
"382","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Amphinema","Amphinema_diadema",61,1,0.00138516735546573,0.00307814967881274
"383","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala_repens",31,1,0.00138226245150934,0.00307169433668743
"384","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_capucina",35,1,0.00138116096444497,0.00306924658765549
"385","Untreated","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Pascua","Pascua_guehoae",21,1,0.00136665365091761,0.00303700811315025
"386","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_brunnea",27,2,0.00136318410335735,0.00302929800746077
"387","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora_verruculosa",41,4,0.00132001846014067,0.00293337435586815
"388","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","Minimedusa_polyspora",33,1,0.0013022374807624,0.00289386106836089
"389","Untreated","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcaceae","Sclerococcum","Sclerococcum_ahtii",57,2,0.00129719115709551,0.0028826470157678
"390","Untreated","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_laibachii",38,2,0.00128617167636039,0.00285815928080086
"391","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_catenatum",52,2,0.00126314233089806,0.00280698295755125
"392","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_flanaganii",18,1,0.00124489937063421,0.00276644304585379
"393","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus_thiersii",31,3,0.00124412092173724,0.00276471315941608
"394","Untreated","Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae","Spadicoides","Spadicoides_fuscolutea",39,4,0.00124111342932401,0.00275802984294226
"395","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","Lycoperdon_pyriforme",28,2,0.00123474700231517,0.00274388222736705
"396","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium","Resinicium_bicolor",66,1,0.0012342446796574,0.00274276595479423
"397","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_angulospora",28,3,0.00123414168967461,0.0027425370881658
"398","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Vararia","Vararia_mediospora",14,1,0.00123174379729016,0.00273720843842259
"399","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_hyalocuspica",53,1,0.00120350606294564,0.00267445791765697
"400","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Gymnopilus","Gymnopilus_aurantiophyllus",27,4,0.0012032876888961,0.00267397264199133
"401","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crepidotaceae","Crepidotus","Crepidotus_calolepis",21,3,0.00120295207536873,0.00267322683415273
"402","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena_sanguinolenta",26,1,0.00119749447310243,0.00266109882911652
"403","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_cinerea",26,1,0.00118375523584047,0.00263056719075659
"404","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Chromocyphellaceae","Chromocyphella","Chromocyphella_muscicola",25,3,0.00117895708725236,0.00261990463833858
"405","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_coronata",22,2,0.00116705607283438,0.00259345793963197
"406","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_pseudoaffinis",26,1,0.00114689016321129,0.00254864480713621
"407","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha_intacta",50,1,0.0011353830782506,0.00252307350722356
"408","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_persicinum",24,1,0.00108764615245174,0.00241699144989275
"409","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea_onotica",58,1,0.00108463926394135,0.00241030947542523
"410","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_agglutinata",13,1,0.00107758620689655,0.00239463601532567
"411","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma_dulciolens",25,1,0.0010655528087972,0.00236789513066045
"412","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Urnula","Urnula_padeniana",8,1,0.00106397127277564,0.00236438060616808
"413","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia","Postia_sericeomollis",24,4,0.0010591086929152,0.00235357487314489
"414","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_eucalyptorum",31,1,0.00105657805044308,0.00234795122320685
"415","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_calida",15,1,0.00105596620908131,0.00234659157573624
"416","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus_ponderosus",15,1,0.00105596620908131,0.00234659157573624
"417","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Picipes","Picipes_submelanopus",24,1,0.00104484109708315,0.00232186910462923
"418","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella_vespertina",15,1,0.00103741614219517,0.00230536920487816
"419","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_oblongisporum",29,1,0.00101066425036593,0.00224592055636873
"420","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria_tyrrhenica",13,1,0.000992896967845414,0.00220643770632314
"421","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Phellodon","Phellodon_secretus",23,1,0.000980308584093428,0.00217846352020762
"422","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena_aetites",23,1,0.000971694127587664,0.00215932028352814
"423","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_coffeae",47,1,0.000969331985893126,0.0021540710797625
"424","Untreated","Fungi","Ascomycota","Leotiomycetes","Lauriomycetales","Lauriomycetaceae","Lauriomyces","Lauriomyces_bellulus",21,1,0.0009461164173725,0.00210248092749444
"425","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete_cinnamomea",19,2,0.000943454727065971,0.0020965660601466
"426","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_turficola",36,1,0.000932811649781048,0.00207291477729122
"427","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_fructuodorus",41,1,0.000931014124165493,0.00206892027592332
"428","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Phlegmacium","Phlegmacium_populinum",20,1,0.000921149594694178,0.0020469990993204
"429","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_amblyospora",12,1,0.000916520278011151,0.00203671172891367
"430","Untreated","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus_festucosus",14,1,0.000911102433945074,0.0020246720754335
"431","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_leoninus",19,3,0.00090671956180658,0.00201493235957018
"432","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium_robustum",20,1,0.00090637179370978,0.00201415954157729
"433","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","Tetracladium_marchalianum",20,2,0.000893808357914665,0.00198624079536592
"434","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella_floriforma",28,2,0.000891205456120847,0.00198045656915744
"435","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus_reessii",22,2,0.000873921290367758,0.00194204731192835
"436","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_whitei",31,2,0.000863428277149869,0.00191872950477749
"437","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_giacomi",9,2,0.000859850709000436,0.0019107793533343
"438","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_tenuissimum",31,1,0.0008597736853783,0.00191060818972956
"439","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_potulentorum",15,1,0.000856213254181175,0.00190269612040261
"440","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_vaginata",30,1,0.000837520938023451,0.00186115764005211
"441","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys","Fibulochlamys_chilensis",12,1,0.000829932913756138,0.00184429536390253
"442","Untreated","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Hormonema","Hormonema_macrosporum",29,2,0.000808346675294843,0.00179632594509965
"443","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Myriodontium","Myriodontium_keratinophilum",43,1,0.000804129109473763,0.00178695357660836
"444","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Ceriporia","Ceriporia_reticulata",15,3,0.00079574407727721,0.00176832017172713
"445","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Galerina","Galerina_venenata",11,1,0.00077437521999296,0.00172083382220658
"446","Untreated","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus_irregularis",17,1,0.000773993808049536,0.00171998624011008
"447","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Pseudosigmoidea","Pseudosigmoidea_alnicola",17,1,0.000770416024653313,0.0017120356103407
"448","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_camelliae-yunnanensis",17,1,0.000770416024653313,0.0017120356103407
"449","Untreated","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania","Nemania_aenea",17,2,0.000753788394029803,0.00167508532006623
"450","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Entomortierella","Entomortierella_beljakovae",23,2,0.000752056016997475,0.00167123559332772
"451","Untreated","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Piskurozyma","Piskurozyma_cylindrica",25,3,0.000741737928529938,0.00164830650784431
"452","Untreated","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_kinghornii",16,1,0.00072846476051721,0.00161881057892713
"453","Untreated","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","Cephalotrichum_stemonitis",26,1,0.000721100510317284,0.00160244557848285
"454","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis","Fuscopostia","Fuscopostia_fragilis",9,1,0.000720865038045655,0.00160192230676812
"455","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_inflatus",16,1,0.00070577856197618,0.00156839680439151
"456","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","Oliveonia_pauxilla",8,1,0.000703853598451522,0.00156411910767005
